year,country,isocode,tasa_homicidio,region,subregion
2000,Mauritius,MUS,2.1370533,Africa,Sub-Saharan Africa
2009,Mauritius,MUS,2.971136,Africa,Sub-Saharan Africa
2010,Mauritius,MUS,2.572679,Africa,Sub-Saharan Africa
2011,Mauritius,MUS,2.4878194,Africa,Sub-Saharan Africa
2012,Mauritius,MUS,2.17194,Africa,Sub-Saharan Africa
2013,Mauritius,MUS,2.7111113,Africa,Sub-Saharan Africa
2014,Mauritius,MUS,1.4705831,Africa,Sub-Saharan Africa
2015,Mauritius,MUS,1.6250405,Africa,Sub-Saharan Africa
2016,Mauritius,MUS,1.6256342,Africa,Sub-Saharan Africa
2017,Mauritius,MUS,2.5568414,Africa,Sub-Saharan Africa
2018,Mauritius,MUS,2.8708131,Africa,Sub-Saharan Africa
2019,Mauritius,MUS,2.0990927,Africa,Sub-Saharan Africa
2020,Mauritius,MUS,2.727507,Africa,Sub-Saharan Africa
2021,Mauritius,MUS,2.6570315,Africa,Sub-Saharan Africa
2022,Mauritius,MUS,2.2724967,Africa,Sub-Saharan Africa
2023,Mauritius,MUS,NA,Africa,Sub-Saharan Africa
2007,Mayotte,MYT,14.153873,Africa,Sub-Saharan Africa
2008,Mayotte,MYT,2.545747,Africa,Sub-Saharan Africa
2009,Mayotte,MYT,5.943669,Africa,Sub-Saharan Africa
2023,Mayotte,MYT,NA,Africa,Sub-Saharan Africa
1990,Mexico,MEX,17.499361,Americas,Latin America and the Caribbean
1991,Mexico,MEX,17.91768,Americas,Latin America and the Caribbean
1992,Mexico,MEX,19.285301,Americas,Latin America and the Caribbean
1993,Mexico,MEX,18.299263,Americas,Latin America and the Caribbean
1994,Mexico,MEX,17.74495,Americas,Latin America and the Caribbean
1995,Mexico,MEX,17.182014,Americas,Latin America and the Caribbean
1996,Mexico,MEX,15.689103,Americas,Latin America and the Caribbean
1997,Mexico,MEX,14.41377,Americas,Latin America and the Caribbean
1998,Mexico,MEX,14.2882185,Americas,Latin America and the Caribbean
1999,Mexico,MEX,12.61279,Americas,Latin America and the Caribbean
2000,Mexico,MEX,10.886631,Americas,Latin America and the Caribbean
2001,Mexico,MEX,10.274817,Americas,Latin America and the Caribbean
2002,Mexico,MEX,9.934157,Americas,Latin America and the Caribbean
2003,Mexico,MEX,9.795247,Americas,Latin America and the Caribbean
2004,Mexico,MEX,8.936326,Americas,Latin America and the Caribbean
2005,Mexico,MEX,9.376107,Americas,Latin America and the Caribbean
2006,Mexico,MEX,9.745122,Americas,Latin America and the Caribbean
2007,Mexico,MEX,8.151737,Americas,Latin America and the Caribbean
2008,Mexico,MEX,12.689549,Americas,Latin America and the Caribbean
2009,Mexico,MEX,17.681293,Americas,Latin America and the Caribbean
2010,Mexico,MEX,22.668648,Americas,Latin America and the Caribbean
2011,Mexico,MEX,23.613478,Americas,Latin America and the Caribbean
2012,Mexico,MEX,22.228556,Americas,Latin America and the Caribbean
2013,Mexico,MEX,19.488173,Americas,Latin America and the Caribbean
2014,Mexico,MEX,16.705032,Americas,Latin America and the Caribbean
2015,Mexico,MEX,17.14843,Americas,Latin America and the Caribbean
2016,Mexico,MEX,20.08894,Americas,Latin America and the Caribbean
2017,Mexico,MEX,25.995935,Americas,Latin America and the Caribbean
2018,Mexico,MEX,29.44843,Americas,Latin America and the Caribbean
2019,Mexico,MEX,29.150867,Americas,Latin America and the Caribbean
2020,Mexico,MEX,29.001005,Americas,Latin America and the Caribbean
2021,Mexico,MEX,27.967503,Americas,Latin America and the Caribbean
2022,Mexico,MEX,25.881496,Americas,Latin America and the Caribbean
2023,Mexico,MEX,24.858995,Americas,Latin America and the Caribbean
2019,Micronesia (country),FSM,0.9067663,Oceania,Micronesia
2023,Micronesia (country),FSM,NA,Oceania,Micronesia
1990,Moldova,MDA,6.515173,Europe,Eastern Europe
1991,Moldova,MDA,6.50719,Europe,Eastern Europe
1992,Moldova,MDA,11.199112,Europe,Eastern Europe
1993,Moldova,MDA,8.700073,Europe,Eastern Europe
1994,Moldova,MDA,9.042823,Europe,Eastern Europe
1995,Moldova,MDA,9.10695,Europe,Eastern Europe
1996,Moldova,MDA,9.116486,Europe,Eastern Europe
1997,Moldova,MDA,9.50514,Europe,Eastern Europe
1998,Moldova,MDA,8.68314,Europe,Eastern Europe
1999,Moldova,MDA,9.139324,Europe,Eastern Europe
2000,Moldova,MDA,10.224402,Europe,Eastern Europe
2001,Moldova,MDA,9.8096075,Europe,Eastern Europe
2002,Moldova,MDA,9.679141,Europe,Eastern Europe
2003,Moldova,MDA,7.78919,Europe,Eastern Europe
2004,Moldova,MDA,6.845135,Europe,Eastern Europe
2005,Moldova,MDA,7.421023,Europe,Eastern Europe
2006,Moldova,MDA,6.6814294,Europe,Eastern Europe
2007,Moldova,MDA,5.634321,Europe,Eastern Europe
2008,Moldova,MDA,6.2442055,Europe,Eastern Europe
2009,Moldova,MDA,6.6375084,Europe,Eastern Europe
2010,Moldova,MDA,7.2962728,Europe,Eastern Europe
2011,Moldova,MDA,6.072079,Europe,Eastern Europe
2012,Moldova,MDA,6.575497,Europe,Eastern Europe
2013,Moldova,MDA,6.71803,Europe,Eastern Europe
2014,Moldova,MDA,4.816453,Europe,Eastern Europe
2015,Moldova,MDA,5.749636,Europe,Eastern Europe
2016,Moldova,MDA,6.1770453,Europe,Eastern Europe
2017,Moldova,MDA,4.4152217,Europe,Eastern Europe
2018,Moldova,MDA,5.263537,Europe,Eastern Europe
2019,Moldova,MDA,3.8874729,Europe,Eastern Europe
2020,Moldova,MDA,3.0301738,Europe,Eastern Europe
2021,Moldova,MDA,2.1826994,Europe,Eastern Europe
2022,Moldova,MDA,2.4671178,Europe,Eastern Europe
2023,Moldova,MDA,2.5431437,Europe,Eastern Europe
2001,Monaco,MCO,3.081949,Europe,Western Europe
2007,Monaco,MCO,0,Europe,Western Europe
2008,Monaco,MCO,0,Europe,Western Europe
2023,Monaco,MCO,NA,Europe,Western Europe
2003,Mongolia,MNG,13.601369,Asia,Eastern Asia
2004,Mongolia,MNG,13.095839,Asia,Eastern Asia
2005,Mongolia,MNG,15.525885,Asia,Eastern Asia
2006,Mongolia,MNG,12.999295,Asia,Eastern Asia
2007,Mongolia,MNG,11.3115,Asia,Eastern Asia
2008,Mongolia,MNG,8.0473,Asia,Eastern Asia
2009,Mongolia,MNG,8.216631,Asia,Eastern Asia
2010,Mongolia,MNG,8.846177,Asia,Eastern Asia
2011,Mongolia,MNG,9.689709,Asia,Eastern Asia
2012,Mongolia,MNG,7.1186876,Asia,Eastern Asia
2013,Mongolia,MNG,7.293433,Asia,Eastern Asia
2014,Mongolia,MNG,7.3119526,Asia,Eastern Asia
2015,Mongolia,MNG,7.1895905,Asia,Eastern Asia
2016,Mongolia,MNG,6.0510154,Asia,Eastern Asia
2017,Mongolia,MNG,6.152629,Asia,Eastern Asia
2018,Mongolia,MNG,6.187443,Asia,Eastern Asia
2019,Mongolia,MNG,6.342599,Asia,Eastern Asia
2020,Mongolia,MNG,6.2295156,Asia,Eastern Asia
2021,Mongolia,MNG,6.168267,Asia,Eastern Asia
2022,Mongolia,MNG,5.965715,Asia,Eastern Asia
2023,Mongolia,MNG,5.915035,Asia,Eastern Asia
2024,Mongolia,MNG,5.63941,Asia,Eastern Asia
2002,Montenegro,MNE,4.260244,Europe,Southern Europe
2007,Montenegro,MNE,1.8946017,Europe,Southern Europe
2008,Montenegro,MNE,3.7924008,Europe,Southern Europe
2009,Montenegro,MNE,3.3204863,Europe,Southern Europe
2010,Montenegro,MNE,2.3730855,Europe,Southern Europe
2011,Montenegro,MNE,3.319174,Europe,Southern Europe
2012,Montenegro,MNE,2.6833348,Europe,Southern Europe
2013,Montenegro,MNE,1.5792736,Europe,Southern Europe
2014,Montenegro,MNE,3.167687,Europe,Southern Europe
2015,Montenegro,MNE,2.7063816,Europe,Southern Europe
2016,Montenegro,MNE,4.485393,Europe,Southern Europe
2017,Montenegro,MNE,2.418912,Europe,Southern Europe
2018,Montenegro,MNE,2.2734838,Europe,Southern Europe
2019,Montenegro,MNE,3.760219,Europe,Southern Europe
2020,Montenegro,MNE,2.9608428,Europe,Southern Europe
2021,Montenegro,MNE,2.4840586,Europe,Southern Europe
2022,Montenegro,MNE,2.603118,Europe,Southern Europe
2023,Montenegro,MNE,0.7892012,Europe,Southern Europe
1990,Montserrat,MSR,0,Americas,Latin America and the Caribbean
1991,Montserrat,MSR,0,Americas,Latin America and the Caribbean
1992,Montserrat,MSR,20.026033,Americas,Latin America and the Caribbean
1993,Montserrat,MSR,0,Americas,Latin America and the Caribbean
1994,Montserrat,MSR,11.30774,Americas,Latin America and the Caribbean
1995,Montserrat,MSR,0,Americas,Latin America and the Caribbean
1996,Montserrat,MSR,13.151838,Americas,Latin America and the Caribbean
1997,Montserrat,MSR,0,Americas,Latin America and the Caribbean
1998,Montserrat,MSR,15.869238,Americas,Latin America and the Caribbean
1999,Montserrat,MSR,0,Americas,Latin America and the Caribbean
2000,Montserrat,MSR,0,Americas,Latin America and the Caribbean
2001,Montserrat,MSR,0,Americas,Latin America and the Caribbean
2002,Montserrat,MSR,0,Americas,Latin America and the Caribbean
2003,Montserrat,MSR,0,Americas,Latin America and the Caribbean
2004,Montserrat,MSR,0,Americas,Latin America and the Caribbean
2005,Montserrat,MSR,21.994942000000002,Americas,Latin America and the Caribbean
2006,Montserrat,MSR,21.826912,Americas,Latin America and the Caribbean
2008,Montserrat,MSR,21.381227,Americas,Latin America and the Caribbean
2012,Montserrat,MSR,20.850708,Americas,Latin America and the Caribbean
2017,Montserrat,MSR,0,Americas,Latin America and the Caribbean
2018,Montserrat,MSR,0,Americas,Latin America and the Caribbean
2023,Montserrat,MSR,NA,Americas,Latin America and the Caribbean
1990,Morocco,MAR,0.36511996,Africa,Northern Africa
1991,Morocco,MAR,0.5000199,Africa,Northern Africa
1992,Morocco,MAR,0.52355045,Africa,Northern Africa
1993,Morocco,MAR,0.5777958,Africa,Northern Africa
1994,Morocco,MAR,0.7076699,Africa,Northern Africa
1997,Morocco,MAR,2.6898575,Africa,Northern Africa
1998,Morocco,MAR,2.012914,Africa,Northern Africa
1999,Morocco,MAR,1.9267012,Africa,Northern Africa
2000,Morocco,MAR,1.621901,Africa,Northern Africa
2001,Morocco,MAR,1.8844585,Africa,Northern Africa
2002,Morocco,MAR,1.5822924,Africa,Northern Africa
2003,Morocco,MAR,1.7246385,Africa,Northern Africa
2004,Morocco,MAR,1.569124,Africa,Northern Africa
2005,Morocco,MAR,1.5448903,Africa,Northern Africa
2006,Morocco,MAR,1.6183976,Africa,Northern Africa
2007,Morocco,MAR,1.6577703,Africa,Northern Africa
2008,Morocco,MAR,1.3478127,Africa,Northern Africa
2009,Morocco,MAR,1.3487028,Africa,Northern Africa
2010,Morocco,MAR,1.3891021,Africa,Northern Africa
2011,Morocco,MAR,1.3399129,Africa,Northern Africa
2012,Morocco,MAR,1.1482453,Africa,Northern Africa
2013,Morocco,MAR,1.2696977,Africa,Northern Africa
2014,Morocco,MAR,1.0378666,Africa,Northern Africa
2015,Morocco,MAR,1.2453916,Africa,Northern Africa
2016,Morocco,MAR,1.6960062,Africa,Northern Africa
2017,Morocco,MAR,2.146904,Africa,Northern Africa
2018,Morocco,MAR,1.4230006,Africa,Northern Africa
2019,Morocco,MAR,2.772646,Africa,Northern Africa
2020,Morocco,MAR,2.9329595999999998,Africa,Northern Africa
2021,Morocco,MAR,1.9375207,Africa,Northern Africa
2022,Morocco,MAR,1.6555464,Africa,Northern Africa
2023,Morocco,MAR,1.7050047,Africa,Northern Africa
2024,Morocco,MAR,1.6674905,Africa,Northern Africa
2001,Mozambique,MOZ,5.9338446,Africa,Sub-Saharan Africa
2002,Mozambique,MOZ,5.485713,Africa,Sub-Saharan Africa
2003,Mozambique,MOZ,5.3835316,Africa,Sub-Saharan Africa
2004,Mozambique,MOZ,5.6954746,Africa,Sub-Saharan Africa
2005,Mozambique,MOZ,5.3633246,Africa,Sub-Saharan Africa
2006,Mozambique,MOZ,4.300747,Africa,Sub-Saharan Africa
2007,Mozambique,MOZ,3.9882307,Africa,Sub-Saharan Africa
2008,Mozambique,MOZ,4.5602384,Africa,Sub-Saharan Africa
2009,Mozambique,MOZ,3.6754618,Africa,Sub-Saharan Africa
2010,Mozambique,MOZ,3.8044744,Africa,Sub-Saharan Africa
2011,Mozambique,MOZ,3.5899978,Africa,Sub-Saharan Africa
2023,Mozambique,MOZ,NA,Africa,Sub-Saharan Africa
1990,Myanmar,MMR,5.1384764,Asia,South-eastern Asia
1995,Myanmar,MMR,3.7859106,Asia,South-eastern Asia
2000,Myanmar,MMR,2.298478,Asia,South-eastern Asia
2001,Myanmar,MMR,2.0012612,Asia,South-eastern Asia
2002,Myanmar,MMR,1.7606604,Asia,South-eastern Asia
2003,Myanmar,MMR,1.6371244,Asia,South-eastern Asia
2004,Myanmar,MMR,1.5785413,Asia,South-eastern Asia
2005,Myanmar,MMR,1.425007,Asia,South-eastern Asia
2006,Myanmar,MMR,1.6260287,Asia,South-eastern Asia
2007,Myanmar,MMR,1.5563623,Asia,South-eastern Asia
2008,Myanmar,MMR,1.6346085,Asia,South-eastern Asia
2009,Myanmar,MMR,1.8063948,Asia,South-eastern Asia
2010,Myanmar,MMR,1.6338809,Asia,South-eastern Asia
2011,Myanmar,MMR,2.134771,Asia,South-eastern Asia
2012,Myanmar,MMR,2.8813674,Asia,South-eastern Asia
2013,Myanmar,MMR,2.463061,Asia,South-eastern Asia
2014,Myanmar,MMR,2.4269147,Asia,South-eastern Asia
2015,Myanmar,MMR,2.548491,Asia,South-eastern Asia
2016,Myanmar,MMR,2.6002173,Asia,South-eastern Asia
2017,Myanmar,MMR,2.6823425,Asia,South-eastern Asia
2018,Myanmar,MMR,2.7777648,Asia,South-eastern Asia
2019,Myanmar,MMR,2.8855991,Asia,South-eastern Asia
2020,Myanmar,MMR,2.9632273,Asia,South-eastern Asia
2021,Myanmar,MMR,28.656734,Asia,South-eastern Asia
2022,Myanmar,MMR,3.902763,Asia,South-eastern Asia
2023,Myanmar,MMR,2.5751011,Asia,South-eastern Asia
1995,Namibia,NAM,23.280918,Africa,Sub-Saharan Africa
1996,Namibia,NAM,21.444582,Africa,Sub-Saharan Africa
1997,Namibia,NAM,19.357548,Africa,Sub-Saharan Africa
1998,Namibia,NAM,23.488749,Africa,Sub-Saharan Africa
1999,Namibia,NAM,21.335669,Africa,Sub-Saharan Africa
2000,Namibia,NAM,20.894653,Africa,Sub-Saharan Africa
2001,Namibia,NAM,19.008663,Africa,Sub-Saharan Africa
2002,Namibia,NAM,18.307163,Africa,Sub-Saharan Africa
2004,Namibia,NAM,18.124878,Africa,Sub-Saharan Africa
2008,Namibia,NAM,17.293127,Africa,Sub-Saharan Africa
2009,Namibia,NAM,18.677252,Africa,Sub-Saharan Africa
2010,Namibia,NAM,14.8828535,Africa,Sub-Saharan Africa
2011,Namibia,NAM,14.35011,Africa,Sub-Saharan Africa
2012,Namibia,NAM,17.679325,Africa,Sub-Saharan Africa
2018,Namibia,NAM,18.46875,Africa,Sub-Saharan Africa
2019,Namibia,NAM,12.03549,Africa,Sub-Saharan Africa
2020,Namibia,NAM,11.103938,Africa,Sub-Saharan Africa
2021,Namibia,NAM,11.207781,Africa,Sub-Saharan Africa
2023,Namibia,NAM,NA,Africa,Sub-Saharan Africa
2023,Nauru,NRU,NA,Oceania,Micronesia
1990,Nepal,NPL,1.8130999,Asia,Southern Asia
1997,Nepal,NPL,2.4763708,Asia,Southern Asia
1998,Nepal,NPL,2.7448912,Asia,Southern Asia
1999,Nepal,NPL,2.6113775,Asia,Southern Asia
2000,Nepal,NPL,2.586926,Asia,Southern Asia
2001,Nepal,NPL,3.3992407,Asia,Southern Asia
2002,Nepal,NPL,3.387424,Asia,Southern Asia
2003,Nepal,NPL,2.9468143,Asia,Southern Asia
2004,Nepal,NPL,3.5976954,Asia,Southern Asia
2005,Nepal,NPL,3.337203,Asia,Southern Asia
2006,Nepal,NPL,2.2962177,Asia,Southern Asia
2007,Nepal,NPL,3.1394079,Asia,Southern Asia
2008,Nepal,NPL,3.3049233,Asia,Southern Asia
2009,Nepal,NPL,2.9661758,Asia,Southern Asia
2010,Nepal,NPL,2.9734526,Asia,Southern Asia
2011,Nepal,NPL,2.472283,Asia,Southern Asia
2012,Nepal,NPL,2.3315852,Asia,Southern Asia
2013,Nepal,NPL,2.1964483,Asia,Southern Asia
2014,Nepal,NPL,2.0164518,Asia,Southern Asia
2015,Nepal,NPL,2.1492524,Asia,Southern Asia
2016,Nepal,NPL,2.207082,Asia,Southern Asia
2017,Nepal,NPL,2.2490957,Asia,Southern Asia
2018,Nepal,NPL,2.346892,Asia,Southern Asia
2019,Nepal,NPL,1.9532582,Asia,Southern Asia
2020,Nepal,NPL,2.1300414,Asia,Southern Asia
2023,Nepal,NPL,NA,Asia,Southern Asia
1990,Netherlands,NLD,0.8981511,Europe,Western Europe
1991,Netherlands,NLD,1.1679244,Europe,Western Europe
1992,Netherlands,NLD,1.2633547999999999,Europe,Western Europe
1993,Netherlands,NLD,1.247586,Europe,Western Europe
1994,Netherlands,NLD,1.1042625,Europe,Western Europe
1995,Netherlands,NLD,1.2399589,Europe,Western Europe
1996,Netherlands,NLD,1.3491025,Europe,Western Europe
1997,Netherlands,NLD,1.3228505,Europe,Western Europe
1998,Netherlands,NLD,1.1120162,Europe,Western Europe
1999,Netherlands,NLD,1.273511,Europe,Western Europe
2000,Netherlands,NLD,1.1208836,Europe,Western Europe
2001,Netherlands,NLD,1.2482462,Europe,Western Europe
2002,Netherlands,NLD,1.1971966,Europe,Western Europe
2003,Netherlands,NLD,1.2341974,Europe,Western Europe
2004,Netherlands,NLD,1.1628214,Europe,Western Europe
2005,Netherlands,NLD,1.0567416,Europe,Western Europe
2006,Netherlands,NLD,0.77604675,Europe,Western Europe
2007,Netherlands,NLD,0.8650228,Europe,Western Europe
2008,Netherlands,NLD,0.9037638,Europe,Western Europe
2009,Netherlands,NLD,0.92303175,Europe,Western Europe
2010,Netherlands,NLD,0.85861295,Europe,Western Europe
2011,Netherlands,NLD,0.8486115,Europe,Western Europe
2012,Netherlands,NLD,0.8572175,Europe,Western Europe
2013,Netherlands,NLD,0.7367215,Europe,Western Europe
2014,Netherlands,NLD,0.7222511,Europe,Western Europe
2015,Netherlands,NLD,0.6079229,Europe,Western Europe
2016,Netherlands,NLD,0.5463626,Europe,Western Europe
2017,Netherlands,NLD,0.7623285,Europe,Western Europe
2018,Netherlands,NLD,0.57401067,Europe,Western Europe
2019,Netherlands,NLD,0.71275806,Europe,Western Europe
2020,Netherlands,NLD,0.6860682,Europe,Western Europe
2021,Netherlands,NLD,0.71063733,Europe,Western Europe
2022,Netherlands,NLD,0.79868543,Europe,Western Europe
2023,Netherlands,NLD,0.69089305,Europe,Western Europe
2006,New Caledonia,NCL,3.2317162,Oceania,Melanesia
2007,New Caledonia,NCL,4.7861204,Oceania,Melanesia
2008,New Caledonia,NCL,4.3336945,Oceania,Melanesia
2009,New Caledonia,NCL,3.1098213,Oceania,Melanesia
2023,New Caledonia,NCL,NA,Oceania,Melanesia
1990,New Zealand,NZL,1.8648356,Oceania,Australia and New Zealand
1991,New Zealand,NZL,1.5398839,Oceania,Australia and New Zealand
1992,New Zealand,NZL,1.8853929,Oceania,Australia and New Zealand
1993,New Zealand,NZL,1.1590492,Oceania,Australia and New Zealand
1994,New Zealand,NZL,1.5700179,Oceania,Australia and New Zealand
1995,New Zealand,NZL,1.0613896,Oceania,Australia and New Zealand
1996,New Zealand,NZL,1.2870778,Oceania,Australia and New Zealand
1997,New Zealand,NZL,1.5885834,Oceania,Australia and New Zealand
1998,New Zealand,NZL,1.2856266,Oceania,Australia and New Zealand
1999,New Zealand,NZL,1.1732333,Oceania,Australia and New Zealand
2000,New Zealand,NZL,1.3479974,Oceania,Australia and New Zealand
2001,New Zealand,NZL,1.3104602,Oceania,Australia and New Zealand
2002,New Zealand,NZL,1.5185573,Oceania,Australia and New Zealand
2003,New Zealand,NZL,1.0938236,Oceania,Australia and New Zealand
2004,New Zealand,NZL,1.1018851,Oceania,Australia and New Zealand
2005,New Zealand,NZL,1.4752092,Oceania,Australia and New Zealand
2006,New Zealand,NZL,1.171705,Oceania,Australia and New Zealand
2007,New Zealand,NZL,1.1365613,Oceania,Australia and New Zealand
2008,New Zealand,NZL,1.1966708,Oceania,Australia and New Zealand
2009,New Zealand,NZL,1.5565815,Oceania,Australia and New Zealand
2010,New Zealand,NZL,0.98901266,Oceania,Australia and New Zealand
2011,New Zealand,NZL,0.8898623,Oceania,Australia and New Zealand
2012,New Zealand,NZL,0.9293519,Oceania,Australia and New Zealand
2013,New Zealand,NZL,1.032814,Oceania,Australia and New Zealand
2014,New Zealand,NZL,0.9507,Oceania,Australia and New Zealand
2015,New Zealand,NZL,1.0403056,Oceania,Australia and New Zealand
2016,New Zealand,NZL,1.0604972,Oceania,Australia and New Zealand
2017,New Zealand,NZL,0.7272347,Oceania,Australia and New Zealand
2018,New Zealand,NZL,1.122255,Oceania,Australia and New Zealand
2019,New Zealand,NZL,2.2848427,Oceania,Australia and New Zealand
2020,New Zealand,NZL,1.0256623,Oceania,Australia and New Zealand
2021,New Zealand,NZL,1.1551195,Oceania,Australia and New Zealand
2022,New Zealand,NZL,1.4614942,Oceania,Australia and New Zealand
2023,New Zealand,NZL,NA,Oceania,Australia and New Zealand
1990,Nicaragua,NIC,16.143915,Americas,Latin America and the Caribbean
1991,Nicaragua,NIC,17.184563,Americas,Latin America and the Caribbean
1992,Nicaragua,NIC,18.957886,Americas,Latin America and the Caribbean
1993,Nicaragua,NIC,17.109247,Americas,Latin America and the Caribbean
1994,Nicaragua,NIC,15.93646,Americas,Latin America and the Caribbean
1995,Nicaragua,NIC,15.22745,Americas,Latin America and the Caribbean
1996,Nicaragua,NIC,13.995849,Americas,Latin America and the Caribbean
1997,Nicaragua,NIC,14.117678,Americas,Latin America and the Caribbean
1998,Nicaragua,NIC,13.084461,Americas,Latin America and the Caribbean
1999,Nicaragua,NIC,11.3241415,Americas,Latin America and the Caribbean
2000,Nicaragua,NIC,9.4771,Americas,Latin America and the Caribbean
2001,Nicaragua,NIC,10.554608,Americas,Latin America and the Caribbean
2002,Nicaragua,NIC,10.75747,Americas,Latin America and the Caribbean
2003,Nicaragua,NIC,12.185846,Americas,Latin America and the Caribbean
2004,Nicaragua,NIC,12.251296,Americas,Latin America and the Caribbean
2005,Nicaragua,NIC,13.646305,Americas,Latin America and the Caribbean
2006,Nicaragua,NIC,13.323847,Americas,Latin America and the Caribbean
2007,Nicaragua,NIC,12.988328,Americas,Latin America and the Caribbean
2008,Nicaragua,NIC,13.198023,Americas,Latin America and the Caribbean
2009,Nicaragua,NIC,14.178125,Americas,Latin America and the Caribbean
2010,Nicaragua,NIC,13.682036,Americas,Latin America and the Caribbean
2011,Nicaragua,NIC,12.682481,Americas,Latin America and the Caribbean
2012,Nicaragua,NIC,11.404293,Americas,Latin America and the Caribbean
2013,Nicaragua,NIC,9.926728,Americas,Latin America and the Caribbean
2014,Nicaragua,NIC,8.654096,Americas,Latin America and the Caribbean
2015,Nicaragua,NIC,8.521133,Americas,Latin America and the Caribbean
2016,Nicaragua,NIC,7.2681584,Americas,Latin America and the Caribbean
2017,Nicaragua,NIC,6.823689,Americas,Latin America and the Caribbean
2018,Nicaragua,NIC,10.6561165,Americas,Latin America and the Caribbean
2019,Nicaragua,NIC,7.943048,Americas,Latin America and the Caribbean
2021,Nicaragua,NIC,11.34732,Americas,Latin America and the Caribbean
2023,Nicaragua,NIC,NA,Americas,Latin America and the Caribbean
2011,Niger,NER,4.8380666,Africa,Sub-Saharan Africa
2012,Niger,NER,4.4178405,Africa,Sub-Saharan Africa
2023,Niger,NER,NA,Africa,Sub-Saharan Africa
2016,Nigeria,NGA,32.43901,Africa,Sub-Saharan Africa
2019,Nigeria,NGA,21.099298,Africa,Sub-Saharan Africa
2023,Nigeria,NGA,15.746681,Africa,Sub-Saharan Africa
2023,Niue,NIU,NA,Oceania,Polynesia
2023,Norfolk Island,NFK,NA,Oceania,Australia and New Zealand
2023,North Korea,PRK,NA,Asia,Eastern Asia
1998,North Macedonia,MKD,2.3557496000000002,Europe,Southern Europe
1999,North Macedonia,MKD,1.85539,Europe,Southern Europe
2000,North Macedonia,MKD,2.2846005,Europe,Southern Europe
2001,North Macedonia,MKD,2.6617613,Europe,Southern Europe
2002,North Macedonia,MKD,2.8922856,Europe,Southern Europe
2003,North Macedonia,MKD,3.3631032,Europe,Southern Europe
2004,North Macedonia,MKD,2.3483398,Europe,Southern Europe
2006,North Macedonia,MKD,2.201765,Europe,Southern Europe
2007,North Macedonia,MKD,2.0173182,Europe,Southern Europe
2008,North Macedonia,MKD,1.6901402,Europe,Southern Europe
2009,North Macedonia,MKD,1.6985357,Europe,Southern Europe
2010,North Macedonia,MKD,2.0960221,Europe,Southern Europe
2011,North Macedonia,MKD,1.4702672,Europe,Southern Europe
