year,country,isocode,tasa_homicidio,region,subregion
2018,Saudi Arabia,SAU,0.7376885,Asia,Western Asia
2019,Saudi Arabia,SAU,0.93525994,Asia,Western Asia
2023,Saudi Arabia,SAU,NA,Asia,Western Asia
2023,Senegal,SEN,NA,Africa,Sub-Saharan Africa
2000,Serbia,SRB,2.963115,Europe,Southern Europe
2001,Serbia,SRB,3.1756706,Europe,Southern Europe
2002,Serbia,SRB,2.6257942,Europe,Southern Europe
2003,Serbia,SRB,2.3185549,Europe,Southern Europe
2004,Serbia,SRB,2.1676373,Europe,Southern Europe
2005,Serbia,SRB,1.9498264,Europe,Southern Europe
2006,Serbia,SRB,2.076845,Europe,Southern Europe
2007,Serbia,SRB,2.2851832,Europe,Southern Europe
2008,Serbia,SRB,1.8781159,Europe,Southern Europe
2009,Serbia,SRB,2.073977,Europe,Southern Europe
2010,Serbia,SRB,1.7847812,Europe,Southern Europe
2011,Serbia,SRB,1.7515612,Europe,Southern Europe
2012,Serbia,SRB,1.5017837,Europe,Southern Europe
2013,Serbia,SRB,1.9103432,Europe,Southern Europe
2014,Serbia,SRB,1.6327202,Europe,Southern Europe
2015,Serbia,SRB,1.3932908,Europe,Southern Europe
2016,Serbia,SRB,1.6278228,Europe,Southern Europe
2017,Serbia,SRB,1.2158043,Europe,Southern Europe
2018,Serbia,SRB,1.4957224,Europe,Southern Europe
2019,Serbia,SRB,1.2632512,Europe,Southern Europe
2020,Serbia,SRB,1.2160146,Europe,Southern Europe
2021,Serbia,SRB,1.1264837,Europe,Southern Europe
2022,Serbia,SRB,1.0896432,Europe,Southern Europe
2023,Serbia,SRB,1.314002,Europe,Southern Europe
2004,Seychelles,SYC,11.343592,Africa,Sub-Saharan Africa
2006,Seychelles,SYC,9.958727,Africa,Sub-Saharan Africa
2007,Seychelles,SYC,8.746228,Africa,Sub-Saharan Africa
2008,Seychelles,SYC,6.483157,Africa,Sub-Saharan Africa
2009,Seychelles,SYC,14.952792,Africa,Sub-Saharan Africa
2010,Seychelles,SYC,9.476577,Africa,Sub-Saharan Africa
2011,Seychelles,SYC,16.490765,Africa,Sub-Saharan Africa
2012,Seychelles,SYC,4.018364,Africa,Sub-Saharan Africa
2013,Seychelles,SYC,17.63107,Africa,Sub-Saharan Africa
2014,Seychelles,SYC,15.288402,Africa,Sub-Saharan Africa
2015,Seychelles,SYC,6.528054,Africa,Sub-Saharan Africa
2016,Seychelles,SYC,10.926872,Africa,Sub-Saharan Africa
2017,Seychelles,SYC,6.22629,Africa,Sub-Saharan Africa
2018,Seychelles,SYC,7.8233657,Africa,Sub-Saharan Africa
2019,Seychelles,SYC,8.499751,Africa,Sub-Saharan Africa
2020,Seychelles,SYC,7.4818563,Africa,Sub-Saharan Africa
2021,Seychelles,SYC,4.065454,Africa,Sub-Saharan Africa
2022,Seychelles,SYC,7.966699,Africa,Sub-Saharan Africa
2023,Seychelles,SYC,NA,Africa,Sub-Saharan Africa
2004,Sierra Leone,SLE,2.0912235,Africa,Sub-Saharan Africa
2005,Sierra Leone,SLE,1.7994397,Africa,Sub-Saharan Africa
2006,Sierra Leone,SLE,1.7957261,Africa,Sub-Saharan Africa
2007,Sierra Leone,SLE,2.3306973,Africa,Sub-Saharan Africa
2008,Sierra Leone,SLE,3.121436,Africa,Sub-Saharan Africa
2009,Sierra Leone,SLE,2.6091352,Africa,Sub-Saharan Africa
2010,Sierra Leone,SLE,2.6194358,Africa,Sub-Saharan Africa
2011,Sierra Leone,SLE,2.9277072,Africa,Sub-Saharan Africa
2012,Sierra Leone,SLE,1.7249064,Africa,Sub-Saharan Africa
2015,Sierra Leone,SLE,1.7619505,Africa,Sub-Saharan Africa
2020,Sierra Leone,SLE,2.2243123,Africa,Sub-Saharan Africa
2023,Sierra Leone,SLE,NA,Africa,Sub-Saharan Africa
1990,Singapore,SGP,1.5462607,Asia,South-eastern Asia
1991,Singapore,SGP,1.6261246,Asia,South-eastern Asia
1992,Singapore,SGP,1.3327281,Asia,South-eastern Asia
1993,Singapore,SGP,1.7480979,Asia,South-eastern Asia
1994,Singapore,SGP,1.4336636,Asia,South-eastern Asia
1995,Singapore,SGP,1.528176,Asia,South-eastern Asia
1996,Singapore,SGP,0.9005174,Asia,South-eastern Asia
1997,Singapore,SGP,1.0008897,Asia,South-eastern Asia
1998,Singapore,SGP,1.0252684,Asia,South-eastern Asia
1999,Singapore,SGP,0.98322046,Asia,South-eastern Asia
2000,Singapore,SGP,1.0160474,Asia,South-eastern Asia
2001,Singapore,SGP,0.7774225,Asia,South-eastern Asia
2002,Singapore,SGP,0.7475477,Asia,South-eastern Asia
2003,Singapore,SGP,0.6524505,Asia,South-eastern Asia
2004,Singapore,SGP,0.4792982,Asia,South-eastern Asia
2006,Singapore,SGP,0.38574487,Asia,South-eastern Asia
2007,Singapore,SGP,0.39160103,Asia,South-eastern Asia
2008,Singapore,SGP,0.56171113,Asia,South-eastern Asia
2009,Singapore,SGP,0.40253052,Asia,South-eastern Asia
2010,Singapore,SGP,0.37423572,Asia,South-eastern Asia
2011,Singapore,SGP,0.30874684,Asia,South-eastern Asia
2012,Singapore,SGP,0.20780832,Asia,South-eastern Asia
2013,Singapore,SGP,0.31565723,Asia,South-eastern Asia
2014,Singapore,SGP,0.25650892,Asia,South-eastern Asia
2015,Singapore,SGP,0.2533781,Asia,South-eastern Asia
2016,Singapore,SGP,0.32270038,Asia,South-eastern Asia
2017,Singapore,SGP,0.19628562,Asia,South-eastern Asia
2018,Singapore,SGP,0.15973394,Asia,South-eastern Asia
2019,Singapore,SGP,0.21165654,Asia,South-eastern Asia
2020,Singapore,SGP,0.17793117,Asia,South-eastern Asia
2021,Singapore,SGP,0.108180426,Asia,South-eastern Asia
2022,Singapore,SGP,0.12389634,Asia,South-eastern Asia
2023,Singapore,SGP,0.06909549,Asia,South-eastern Asia
2023,Sint Maarten (Dutch part),SXM,NA,Americas,Latin America and the Caribbean
1990,Slovakia,SVK,1.7660202,Europe,Eastern Europe
1991,Slovakia,SVK,2.4220066,Europe,Eastern Europe
1993,Slovakia,SVK,2.572113,Europe,Eastern Europe
1994,Slovakia,SVK,2.4142697,Europe,Eastern Europe
1995,Slovakia,SVK,2.39061,Europe,Eastern Europe
1996,Slovakia,SVK,2.4615712,Europe,Eastern Europe
1997,Slovakia,SVK,2.6071835,Europe,Eastern Europe
1998,Slovakia,SVK,2.3814857,Europe,Eastern Europe
1999,Slovakia,SVK,2.6217418,Europe,Eastern Europe
2000,Slovakia,SVK,2.39777,Europe,Eastern Europe
2001,Slovakia,SVK,2.1935382,Europe,Eastern Europe
2002,Slovakia,SVK,2.2500377,Europe,Eastern Europe
2003,Slovakia,SVK,2.5482702,Europe,Eastern Europe
2004,Slovakia,SVK,2.0089142,Europe,Eastern Europe
2005,Slovakia,SVK,1.7296871,Europe,Eastern Europe
2006,Slovakia,SVK,1.5250577,Europe,Eastern Europe
2007,Slovakia,SVK,1.5250143,Europe,Eastern Europe
2008,Slovakia,SVK,1.5987743,Europe,Eastern Europe
2009,Slovakia,SVK,1.4484484,Europe,Eastern Europe
2010,Slovakia,SVK,1.650639,Europe,Eastern Europe
2011,Slovakia,SVK,1.7784007,Europe,Eastern Europe
2012,Slovakia,SVK,1.3876371,Europe,Eastern Europe
2013,Slovakia,SVK,1.4416622,Europe,Eastern Europe
2014,Slovakia,SVK,1.3295833,Europe,Eastern Europe
2015,Slovakia,SVK,0.88556343,Europe,Eastern Europe
2016,Slovakia,SVK,1.1055304,Europe,Eastern Europe
2017,Slovakia,SVK,1.4717515,Europe,Eastern Europe
2018,Slovakia,SVK,1.2308863,Europe,Eastern Europe
2019,Slovakia,SVK,1.3943354,Europe,Eastern Europe
2020,Slovakia,SVK,1.1548988,Europe,Eastern Europe
2021,Slovakia,SVK,1.0105169,Europe,Eastern Europe
2022,Slovakia,SVK,0.76737607,Europe,Eastern Europe
2023,Slovakia,SVK,1.1235844,Europe,Eastern Europe
1990,Slovenia,SVN,2.0520449,Europe,Southern Europe
1991,Slovenia,SVN,2.0008073,Europe,Southern Europe
1992,Slovenia,SVN,2.4049802,Europe,Southern Europe
1993,Slovenia,SVN,1.3060007,Europe,Southern Europe
1994,Slovenia,SVN,2.0621026,Europe,Southern Europe
1995,Slovenia,SVN,2.2131739,Europe,Southern Europe
1996,Slovenia,SVN,1.9126301000000001,Europe,Southern Europe
1997,Slovenia,SVN,1.8141527,Europe,Southern Europe
1998,Slovenia,SVN,0.7070477,Europe,Southern Europe
1999,Slovenia,SVN,1.2618654,Europe,Southern Europe
2000,Slovenia,SVN,1.8119444,Europe,Southern Europe
2001,Slovenia,SVN,1.4072622,Europe,Southern Europe
2002,Slovenia,SVN,1.8076178,Europe,Southern Europe
2003,Slovenia,SVN,1.0539576,Europe,Southern Europe
2004,Slovenia,SVN,1.3543712,Europe,Southern Europe
2005,Slovenia,SVN,1.0015457,Europe,Southern Europe
2006,Slovenia,SVN,0.5990673,Europe,Southern Europe
2007,Slovenia,SVN,1.1915652,Europe,Southern Europe
2008,Slovenia,SVN,0.4938063,Europe,Southern Europe
2009,Slovenia,SVN,0.63862985,Europe,Southern Europe
2010,Slovenia,SVN,0.73363554,Europe,Southern Europe
2011,Slovenia,SVN,0.7809434,Europe,Southern Europe
2012,Slovenia,SVN,0.6818223,Europe,Southern Europe
2013,Slovenia,SVN,0.5835323,Europe,Southern Europe
2014,Slovenia,SVN,0.77730256,Europe,Southern Europe
2015,Slovenia,SVN,0.97089875,Europe,Southern Europe
2016,Slovenia,SVN,0.48511356,Europe,Southern Europe
2017,Slovenia,SVN,0.9212523,Europe,Southern Europe
2018,Slovenia,SVN,0.43489176,Europe,Southern Europe
2019,Slovenia,SVN,0.6719658,Europe,Southern Europe
2020,Slovenia,SVN,0.5232067,Europe,Southern Europe
2021,Slovenia,SVN,0.42583513,Europe,Southern Europe
2022,Slovenia,SVN,0.61459094,Europe,Southern Europe
2023,Slovenia,SVN,0.56646633,Europe,Southern Europe
2004,Solomon Islands,SLB,4.2139773,Oceania,Melanesia
2005,Solomon Islands,SLB,5.382126,Oceania,Melanesia
2006,Solomon Islands,SLB,4.6786623,Oceania,Melanesia
2007,Solomon Islands,SLB,5.1983833,Oceania,Melanesia
2008,Solomon Islands,SLB,3.7343502,Oceania,Melanesia
2023,Solomon Islands,SLB,NA,Oceania,Melanesia
2023,Somalia,SOM,NA,Africa,Sub-Saharan Africa
1994,South Africa,ZAF,59.005814,Africa,Sub-Saharan Africa
1995,South Africa,ZAF,60.341404,Africa,Sub-Saharan Africa
1996,South Africa,ZAF,56.445694,Africa,Sub-Saharan Africa
1997,South Africa,ZAF,53.61878,Africa,Sub-Saharan Africa
1998,South Africa,ZAF,54.35935,Africa,Sub-Saharan Africa
1999,South Africa,ZAF,48.371147,Africa,Sub-Saharan Africa
2000,South Africa,ZAF,46.136833,Africa,Sub-Saharan Africa
2001,South Africa,ZAF,44.999874,Africa,Sub-Saharan Africa
2002,South Africa,ZAF,44.88393,Africa,Sub-Saharan Africa
2003,South Africa,ZAF,40.87393,Africa,Sub-Saharan Africa
2004,South Africa,ZAF,38.35978,Africa,Sub-Saharan Africa
2005,South Africa,ZAF,37.437843,Africa,Sub-Saharan Africa
2006,South Africa,ZAF,38.213318,Africa,Sub-Saharan Africa
2007,South Africa,ZAF,36.41503,Africa,Sub-Saharan Africa
2008,South Africa,ZAF,35.379326,Africa,Sub-Saharan Africa
2009,South Africa,ZAF,32.413456,Africa,Sub-Saharan Africa
2010,South Africa,ZAF,30.362572,Africa,Sub-Saharan Africa
2011,South Africa,ZAF,29.349825,Africa,Sub-Saharan Africa
2012,South Africa,ZAF,30.145456,Africa,Sub-Saharan Africa
2013,South Africa,ZAF,31.132729,Africa,Sub-Saharan Africa
2014,South Africa,ZAF,32.026356,Africa,Sub-Saharan Africa
2015,South Africa,ZAF,32.919315,Africa,Sub-Saharan Africa
2016,South Africa,ZAF,33.21018,Africa,Sub-Saharan Africa
2017,South Africa,ZAF,35.284016,Africa,Sub-Saharan Africa
2018,South Africa,ZAF,35.865765,Africa,Sub-Saharan Africa
2019,South Africa,ZAF,35.787476,Africa,Sub-Saharan Africa
2020,South Africa,ZAF,32.977566,Africa,Sub-Saharan Africa
2021,South Africa,ZAF,40.94298,Africa,Sub-Saharan Africa
2022,South Africa,ZAF,43.720257,Africa,Sub-Saharan Africa
2023,South Africa,ZAF,NA,Africa,Sub-Saharan Africa
2023,South Georgia and the South Sandwich Islands,SGS,NA,Americas,Latin America and the Caribbean
1990,South Korea,KOR,0.4719276,Asia,Eastern Asia
1991,South Korea,KOR,0.4873072,Asia,Eastern Asia
1992,South Korea,KOR,0.53701943,Asia,Eastern Asia
1993,South Korea,KOR,0.6826619,Asia,Eastern Asia
1994,South Korea,KOR,0.49528953,Asia,Eastern Asia
1995,South Korea,KOR,0.5029425,Asia,Eastern Asia
1996,South Korea,KOR,0.53985935,Asia,Eastern Asia
1997,South Korea,KOR,0.6037599,Asia,Eastern Asia
1998,South Korea,KOR,0.8170135,Asia,Eastern Asia
1999,South Korea,KOR,0.8272742,Asia,Eastern Asia
2000,South Korea,KOR,0.79108614,Asia,Eastern Asia
2001,South Korea,KOR,0.8654862,Asia,Eastern Asia
2002,South Korea,KOR,0.7838187,Asia,Eastern Asia
2003,South Korea,KOR,0.81369984,Asia,Eastern Asia
2004,South Korea,KOR,0.8804289,Asia,Eastern Asia
2005,South Korea,KOR,0.8589646,Asia,Eastern Asia
2006,South Korea,KOR,0.86587715,Asia,Eastern Asia
2007,South Korea,KOR,0.89334863,Asia,Eastern Asia
2008,South Korea,KOR,0.88845104,Asia,Eastern Asia
2009,South Korea,KOR,1.0964376,Asia,Eastern Asia
2010,South Korea,KOR,0.9937274,Asia,Eastern Asia
2011,South Korea,KOR,0.8203121,Asia,Eastern Asia
2012,South Korea,KOR,0.8770236,Asia,Eastern Asia
2013,South Korea,KOR,0.7029994,Asia,Eastern Asia
2014,South Korea,KOR,0.74595773,Asia,Eastern Asia
2015,South Korea,KOR,0.73552614,Asia,Eastern Asia
2016,South Korea,KOR,0.69398636,Asia,Eastern Asia
2017,South Korea,KOR,0.58462185,Asia,Eastern Asia
2018,South Korea,KOR,0.598363,Asia,Eastern Asia
2019,South Korea,KOR,0.5737152,Asia,Eastern Asia
2020,South Korea,KOR,0.59392405,Asia,Eastern Asia
2021,South Korea,KOR,0.47253147,Asia,Eastern Asia
2022,South Korea,KOR,0.49630657,Asia,Eastern Asia
2023,South Korea,KOR,0.4773063,Asia,Eastern Asia
2012,South Sudan,SSD,13.982581,Africa,Sub-Saharan Africa
2023,South Sudan,SSD,NA,Africa,Sub-Saharan Africa
1990,Spain,ESP,1.2382199,Europe,Southern Europe
1991,Spain,ESP,1.121123,Europe,Southern Europe
1992,Spain,ESP,1.1181285,Europe,Southern Europe
1993,Spain,ESP,1.1948973,Europe,Southern Europe
1994,Spain,ESP,1.0763015,Europe,Southern Europe
1995,Spain,ESP,1.0261471,Europe,Southern Europe
1996,Spain,ESP,0.9866449,Europe,Southern Europe
1997,Spain,ESP,1.1453642,Europe,Southern Europe
1998,Spain,ESP,1.2851622,Europe,Southern Europe
1999,Spain,ESP,1.1908013,Europe,Southern Europe
2000,Spain,ESP,1.3481302,Europe,Southern Europe
2001,Spain,ESP,1.3989371,Europe,Southern Europe
2002,Spain,ESP,1.3507136,Europe,Southern Europe
2003,Spain,ESP,1.3809639,Europe,Southern Europe
2004,Spain,ESP,1.2027414,Europe,Southern Europe
2005,Spain,ESP,1.1783738,Europe,Southern Europe
2006,Spain,ESP,1.0649854,Europe,Southern Europe
2007,Spain,ESP,1.0589565,Europe,Southern Europe
2008,Spain,ESP,0.8802845,Europe,Southern Europe
2009,Spain,ESP,0.88345325,Europe,Southern Europe
2010,Spain,ESP,0.8560973,Europe,Southern Europe
2011,Spain,ESP,0.81918305,Europe,Southern Europe
2012,Spain,ESP,0.7741663,Europe,Southern Europe
2013,Spain,ESP,0.64446753,Europe,Southern Europe
2014,Spain,ESP,0.69135,Europe,Southern Europe
2015,Spain,ESP,0.6469069,Europe,Southern Europe
2016,Spain,ESP,0.62910885,Europe,Southern Europe
2017,Spain,ESP,0.6550228,Europe,Southern Europe
2018,Spain,ESP,0.6136817,Europe,Southern Europe
2019,Spain,ESP,0.6977952,Europe,Southern Europe
2020,Spain,ESP,0.6942189,Europe,Southern Europe
2021,Spain,ESP,0.60751224,Europe,Southern Europe
2022,Spain,ESP,0.67951286,Europe,Southern Europe
2023,Spain,ESP,0.690856,Europe,Southern Europe
1990,Sri Lanka,LKA,12.138848,Asia,Southern Asia
1995,Sri Lanka,LKA,9.189216,Asia,Southern Asia
1996,Sri Lanka,LKA,9.913422,Asia,Southern Asia
1997,Sri Lanka,LKA,10.143466,Asia,Southern Asia
1999,Sri Lanka,LKA,10.129466,Asia,Southern Asia
2005,Sri Lanka,LKA,6.029721,Asia,Southern Asia
2006,Sri Lanka,LKA,10.043036,Asia,Southern Asia
2008,Sri Lanka,LKA,9.704607,Asia,Southern Asia
2009,Sri Lanka,LKA,5.2947435,Asia,Southern Asia
2010,Sri Lanka,LKA,3.654374,Asia,Southern Asia
2011,Sri Lanka,LKA,3.484213,Asia,Southern Asia
2012,Sri Lanka,LKA,3.1932797,Asia,Southern Asia
2013,Sri Lanka,LKA,2.8980992,Asia,Southern Asia
2014,Sri Lanka,LKA,2.5664282,Asia,Southern Asia
2015,Sri Lanka,LKA,2.2411442,Asia,Southern Asia
2016,Sri Lanka,LKA,2.4189014,Asia,Southern Asia
2017,Sri Lanka,LKA,2.2003374,Asia,Southern Asia
2018,Sri Lanka,LKA,2.3097887,Asia,Southern Asia
2019,Sri Lanka,LKA,3.3109403,Asia,Southern Asia
2023,Sri Lanka,LKA,NA,Asia,Southern Asia
2023,Sudan,SDN,NA,Africa,Northern Africa
2000,Suriname,SUR,14.266442,Americas,Latin America and the Caribbean
2001,Suriname,SUR,16.236452,Americas,Latin America and the Caribbean
2002,Suriname,SUR,11.479172,Americas,Latin America and the Caribbean
2003,Suriname,SUR,11.848002,Americas,Latin America and the Caribbean
2004,Suriname,SUR,8.950757,Americas,Latin America and the Caribbean
2005,Suriname,SUR,13.286798,Americas,Latin America and the Caribbean
2006,Suriname,SUR,11.809591,Americas,Latin America and the Caribbean
2007,Suriname,SUR,8.474321,Americas,Latin America and the Caribbean
2008,Suriname,SUR,8.00379,Americas,Latin America and the Caribbean
2013,Suriname,SUR,5.096482,Americas,Latin America and the Caribbean
2014,Suriname,SUR,5.5616097,Americas,Latin America and the Caribbean
2015,Suriname,SUR,5.8456707,Americas,Latin America and the Caribbean
2016,Suriname,SUR,6.975672,Americas,Latin America and the Caribbean
2017,Suriname,SUR,6.0635357,Americas,Latin America and the Caribbean
2018,Suriname,SUR,6.3384833,Americas,Latin America and the Caribbean
2019,Suriname,SUR,4.952391,Americas,Latin America and the Caribbean
2020,Suriname,SUR,8.982283,Americas,Latin America and the Caribbean
2021,Suriname,SUR,5.664384,Americas,Latin America and the Caribbean
2022,Suriname,SUR,7.221213,Americas,Latin America and the Caribbean
2023,Suriname,SUR,6.5194645,Americas,Latin America and the Caribbean
1990,Sweden,SWE,1.1099988,Europe,Northern Europe
1991,Sweden,SWE,1.3345776,Europe,Northern Europe
1992,Sweden,SWE,1.3152469,Europe,Northern Europe
1993,Sweden,SWE,1.2388111,Europe,Northern Europe
1994,Sweden,SWE,1.1389275,Europe,Northern Europe
1995,Sweden,SWE,0.9856903,Europe,Northern Europe
1996,Sweden,SWE,1.119868,Europe,Northern Europe
1997,Sweden,SWE,0.9835483,Europe,Northern Europe
1998,Sweden,SWE,1.0394765,Europe,Northern Europe
1999,Sweden,SWE,1.1402526,Europe,Northern Europe
2000,Sweden,SWE,1.0820435,Europe,Northern Europe
2001,Sweden,SWE,0.97796524,Europe,Northern Europe
2002,Sweden,SWE,1.1316468,Europe,Northern Europe
2003,Sweden,SWE,0.94882685,Europe,Northern Europe
2004,Sweden,SWE,1.1897074,Europe,Northern Europe
2005,Sweden,SWE,0.9191817,Europe,Northern Europe
2006,Sweden,SWE,1.0021338,Europe,Northern Europe
2007,Sweden,SWE,1.2133436,Europe,Northern Europe
2008,Sweden,SWE,0.8893806,Europe,Northern Europe
2009,Sweden,SWE,1.0001355,Europe,Northern Europe
2010,Sweden,SWE,0.97033215,Europe,Northern Europe
2011,Sweden,SWE,0.8572101,Europe,Northern Europe
2012,Sweden,SWE,0.71432424,Europe,Northern Europe
2013,Sweden,SWE,0.90619147,Europe,Northern Europe
2014,Sweden,SWE,0.8972371,Europe,Northern Europe
2015,Sweden,SWE,1.1429176,Europe,Northern Europe
2016,Sweden,SWE,1.0681952,Europe,Northern Europe
2017,Sweden,SWE,1.1234993,Europe,Northern Europe
2018,Sweden,SWE,1.0613829,Europe,Northern Europe
2019,Sweden,SWE,1.0798584,Europe,Northern Europe
2020,Sweden,SWE,1.197641,Europe,Northern Europe
2021,Sweden,SWE,1.0848558,Europe,Northern Europe
2022,Sweden,SWE,1.1060958,Europe,Northern Europe
2023,Sweden,SWE,1.146757,Europe,Northern Europe
1990,Switzerland,CHE,1.6385695,Europe,Western Europe
1991,Switzerland,CHE,1.4418248,Europe,Western Europe
1992,Switzerland,CHE,1.3527173,Europe,Western Europe
1993,Switzerland,CHE,1.5133814,Europe,Western Europe
1994,Switzerland,CHE,1.143905,Europe,Western Europe
1995,Switzerland,CHE,1.1646937,Europe,Western Europe
1996,Switzerland,CHE,1.1736618,Europe,Western Europe
1997,Switzerland,CHE,1.2272253,Europe,Western Europe
1998,Switzerland,CHE,1.0688733,Europe,Western Europe
1999,Switzerland,CHE,1.2457795,Europe,Western Europe
2000,Switzerland,CHE,0.96046686,Europe,Western Europe
2001,Switzerland,CHE,1.1900824,Europe,Western Europe
2002,Switzerland,CHE,1.1815212,Europe,Western Europe
2009,Switzerland,CHE,0.65911525,Europe,Western Europe
2010,Switzerland,CHE,0.66447276,Europe,Western Europe
2011,Switzerland,CHE,0.58122116,Europe,Western Europe
2012,Switzerland,CHE,0.5625755,Europe,Western Europe
2013,Switzerland,CHE,0.7044689,Europe,Western Europe
2014,Switzerland,CHE,0.5005961,Europe,Western Europe
2015,Switzerland,CHE,0.6880789,Europe,Western Europe
2016,Switzerland,CHE,0.5373198,Europe,Western Europe
2017,Switzerland,CHE,0.53231585,Europe,Western Europe
2018,Switzerland,CHE,0.58710635,Europe,Western Europe
2019,Switzerland,CHE,0.5362853,Europe,Western Europe
2020,Switzerland,CHE,0.5439449,Europe,Western Europe
2021,Switzerland,CHE,0.4823692,Europe,Western Europe
2022,Switzerland,CHE,0.4776971,Europe,Western Europe
2023,Switzerland,CHE,0.59748197,Europe,Western Europe
1997,Syria,SYR,1.9198909,Asia,Western Asia
1998,Syria,SYR,2.1238384,Asia,Western Asia
1999,Syria,SYR,2.0335145,Asia,Western Asia
2000,Syria,SYR,2.145705,Asia,Western Asia
2001,Syria,SYR,2.2051055,Asia,Western Asia
2002,Syria,SYR,2.1066694,Asia,Western Asia
2003,Syria,SYR,2.2639236,Asia,Western Asia
2004,Syria,SYR,2.3231876,Asia,Western Asia
2005,Syria,SYR,2.285521,Asia,Western Asia
2006,Syria,SYR,2.2712202,Asia,Western Asia
2007,Syria,SYR,2.5521777,Asia,Western Asia
2008,Syria,SYR,2.4449353,Asia,Western Asia
2009,Syria,SYR,2.1659038,Asia,Western Asia
2010,Syria,SYR,2.0593867,Asia,Western Asia
2023,Syria,SYR,NA,Asia,Western Asia
1990,Tajikistan,TJK,3.1118212,Asia,Central Asia
1991,Tajikistan,TJK,2.6708992,Asia,Central Asia
1992,Tajikistan,TJK,10.709102,Asia,Central Asia
1993,Tajikistan,TJK,22.777319,Asia,Central Asia
1994,Tajikistan,TJK,10.917766,Asia,Central Asia
1995,Tajikistan,TJK,7.312664,Asia,Central Asia
1996,Tajikistan,TJK,7.9782114,Asia,Central Asia
1997,Tajikistan,TJK,8.110975,Asia,Central Asia
1998,Tajikistan,TJK,7.9496183,Asia,Central Asia
1999,Tajikistan,TJK,5.750302,Asia,Central Asia
2000,Tajikistan,TJK,4.502974,Asia,Central Asia
2001,Tajikistan,TJK,3.6364334,Asia,Central Asia
2002,Tajikistan,TJK,2.755804,Asia,Central Asia
2003,Tajikistan,TJK,2.4629896,Asia,Central Asia
2004,Tajikistan,TJK,2.0911424,Asia,Central Asia
2005,Tajikistan,TJK,2.2672398,Asia,Central Asia
2006,Tajikistan,TJK,2.748823,Asia,Central Asia
2007,Tajikistan,TJK,1.8347406,Asia,Central Asia
2008,Tajikistan,TJK,1.3626943,Asia,Central Asia
2009,Tajikistan,TJK,1.2950203,Asia,Central Asia
2010,Tajikistan,TJK,2.3653512,Asia,Central Asia
2011,Tajikistan,TJK,1.6102678,Asia,Central Asia
2020,Tajikistan,TJK,0.8923708,Asia,Central Asia
2023,Tajikistan,TJK,NA,Asia,Central Asia
1995,Tanzania,TZA,6.9445596,Africa,Sub-Saharan Africa
1996,Tanzania,TZA,7.377424,Africa,Sub-Saharan Africa
1997,Tanzania,TZA,7.4577026,Africa,Sub-Saharan Africa
2003,Tanzania,TZA,7.4899793,Africa,Sub-Saharan Africa
2004,Tanzania,TZA,7.6778417,Africa,Sub-Saharan Africa
2010,Tanzania,TZA,8.686621,Africa,Sub-Saharan Africa
2011,Tanzania,TZA,9.013811,Africa,Sub-Saharan Africa
2012,Tanzania,TZA,8.637602,Africa,Sub-Saharan Africa
2013,Tanzania,TZA,7.572076,Africa,Sub-Saharan Africa
2015,Tanzania,TZA,7.2009435,Africa,Sub-Saharan Africa
2016,Tanzania,TZA,6.3893414,Africa,Sub-Saharan Africa
2017,Tanzania,TZA,5.6546926,Africa,Sub-Saharan Africa
2018,Tanzania,TZA,4.759986,Africa,Sub-Saharan Africa
2019,Tanzania,TZA,4.5948544,Africa,Sub-Saharan Africa
2020,Tanzania,TZA,3.749213,Africa,Sub-Saharan Africa
2023,Tanzania,TZA,NA,Africa,Sub-Saharan Africa
1990,Thailand,THA,9.762812,Asia,South-eastern Asia
1991,Thailand,THA,10.039459,Asia,South-eastern Asia
1992,Thailand,THA,10.540884,Asia,South-eastern Asia
1993,Thailand,THA,9.54957,Asia,South-eastern Asia
1994,Thailand,THA,8.592106,Asia,South-eastern Asia
1995,Thailand,THA,7.685509,Asia,South-eastern Asia
1996,Thailand,THA,7.4666142,Asia,South-eastern Asia
1997,Thailand,THA,7.8831334,Asia,South-eastern Asia
1998,Thailand,THA,8.713866,Asia,South-eastern Asia
1999,Thailand,THA,8.109274,Asia,South-eastern Asia
2000,Thailand,THA,8.1608925,Asia,South-eastern Asia
2001,Thailand,THA,7.8867397,Asia,South-eastern Asia
2002,Thailand,THA,7.0612288,Asia,South-eastern Asia
2003,Thailand,THA,9.918578,Asia,South-eastern Asia
2004,Thailand,THA,6.528444,Asia,South-eastern Asia
2005,Thailand,THA,7.2798967,Asia,South-eastern Asia
2006,Thailand,THA,7.0409536,Asia,South-eastern Asia
2007,Thailand,THA,6.609302,Asia,South-eastern Asia
2008,Thailand,THA,5.876974,Asia,South-eastern Asia
2009,Thailand,THA,5.4359093,Asia,South-eastern Asia
2010,Thailand,THA,5.328127,Asia,South-eastern Asia
2011,Thailand,THA,4.792253,Asia,South-eastern Asia
2023,Thailand,THA,NA,Asia,South-eastern Asia
2023,Togo,TGO,NA,Africa,Sub-Saharan Africa
2023,Tokelau,TKL,NA,Oceania,Polynesia
1995,Tonga,TON,1.9955201,Oceania,Polynesia
1996,Tonga,TON,1.9945052,Oceania,Polynesia
1997,Tonga,TON,1.9866201000000001,Oceania,Polynesia
2000,Tonga,TON,0.9739232,Oceania,Polynesia
2001,Tonga,TON,5.808972,Oceania,Polynesia
